縣市,鄉鎮區,縣市代碼,鄉鎮區代碼,名稱,地址,lat,lng,有疑慮備註
臺北市,萬華區,63000,63000070,艋舺服飾商圈,臺北市萬華區西園路一段282巷25號,25.0337722,121.4986856,
臺北市,萬華區,63000,63000070,西門町商圈,臺北市萬華區漢中街119號,25.042953,121.507619,
臺北市,中正區,63000,63000050,愛國東路婚紗街商圈,臺北市中正區愛國東路68號,25.0336143,121.5192917,
臺北市,中正區,63000,63000050,臺北市沅陵商店街,臺北市中正區沅陵街2號,25.0429128,121.5126224,
臺北市,中正區,63000,63000050,臺北市新中華路影音電器街,臺北市中正區中華路一段29號,25.045626,121.509524,
臺北市,中正區,63000,63000050,北門相機街商圈,臺北市中正區博愛路60號,25.0453625,121.5112122,
臺北市,中正區,63000,63000050,南昌家具街商圈,臺北市中正區南昌路2段67號,25.02745,121.520524,
臺北市,中正區,63000,63000050,大光華商圈,臺北市中正區市民大道三段8號,25.04527,121.532034,
臺北市,中正區,63000,63000050,臺大公館商圈,臺北市中正區汀州路三段151號,25.0158732,121.5313584,
臺北市,中正區,63000,63000050,臺大公館商圈,臺北市中正區汀州路三段112號,25.0142379,121.5333344,重複
臺北市,中山區,63000,63000040,中山北路婚紗商圈,臺北市中山區中山北路二段114號,25.060827,121.522742,重複
臺北市,中山區,63000,63000040,大直商圈,臺北市中山區敬業三路20號,25.083821,121.556512,
臺北市,文山區,63000,63000080,貓空商圈,臺北市文山區指南路三段38巷35號,24.968967,121.588265,
臺北市,文山區,63000,63000080,萬芳商圈,臺北市文山區興隆路三段108號,24.999274,121.557352,
臺北市,大安區,63000,63000030,永康商圈,臺北市大安區永康街15號,25.032519,121.52981,
臺北市,大安區,63000,63000030,永康商圈,臺北市大安區永康街8巷11號,25.0323635,121.5292351,重複
臺北市,大安區,63000,63000030,龍泉商圈,臺北市大安區師大路49巷8號,25.0241455,121.5290366,
臺北市,大安區,63000,63000030,文昌家具商圈,臺北市大安區文昌街248號,25.0321779,121.555679,
臺北市,士林區,63000,63000110,士林捷運站周邊,臺北市士林區福壽街3號,25.095671,121.52557,
臺北市,萬華區,63000,63000070,加蚋商圈,臺北市萬華區長泰街7號,25.0230191,121.5012494,
臺北市,大同區,63000,63000060,至聖花博商圈,臺北市大同區酒泉街34-3號,25.070564,121.5189387,
臺北市,大安區,63000,63000030,東區商圈,臺北市大安區復興南路1段135巷17號,25.0426957,121.5451503,
臺北市,大安區,63000,63000030,東區商圈,臺北市大安區建安里敦化南路一段161巷69弄4號,25.0438485,121.5522335,重複
臺北市,大同區,63000,63000060,赤峰街商圈,臺北市大同區赤峰街44巷13號1樓,25.057138,121.5194127,
臺北市,大同區,63000,63000060,南西心中山商圈,臺北市大同區南京西路25巷2-1號,25.0530943,121.5195527,
臺北市,松山區,63000,63000010,民生社區商圈,臺北市松山區民生東路五段178號,25.058299,121.563041,
臺北市,士林區,63000,63000110,蘭雅商圈,臺北市士林區德行東路109巷9號,25.1080325,121.5282121,
臺北市,萬華區,63000,63000070,艋舺夜市商圈,臺北市萬華區西園路1段152號,25.0373947,121.4993874,
臺北市,萬華區,63000,63000070,華西街夜市商圈,臺北市萬華區華西街19之3號,25.0390492,121.4985559,
臺北市,士林區,63000,63000110,士林觀光夜市商圈,臺北市士林區基河路101號,25.0878373,121.524157,
臺北市,士林區,63000,63000110,士林觀光夜市商圈,臺北市士林區基河路101號,25.0878373,121.524157,重複
臺北市,士林區,63000,63000110,士林觀光夜市商圈,臺北市士林區基河路101號,25.0878373,121.524157,重複
臺北市,中山區,63000,63000040,臺北市榮濱商店街,臺北市中山區建國北路3段113巷7弄3號,25.0668624,121.5359423,
臺北市,中正區,63000,63000050,南機場商圈,臺北市中正區中華路2段309巷30號,25.0291796,121.5063244,
臺北市,大同區,63000,63000060,永樂商圈,臺北市大同區迪化街一段21號,25.0548899,121.5105053,
新北市,八里區,65000,65000230,八里渡船頭商圈,新北市八里區渡船頭街31號,25.1588199,121.4350539,
新北市,中和區,65000,65000030,興南國際商圈觀光夜市發展協會,新北市中和區景新街418巷18弄10號,24.9884802,121.5117551,
新北市,三峽區,65000,65000090,三峽民權老街商圈,新北市三峽區民權街43號,24.9336095,121.3699137,
新北市,石碇區,65000,65000190,石碇商圈,新北市石碇區石碇東街51號,24.9907611,121.6607861,
新北市,坪林區,65000,65000200,坪林商圈,新北市坪林區坪林里北宜路8段217號,24.9349992,121.7087369,
新北市,金山區,65000,65000270,金山商圈,新北市金山區金包里街51號,25.221264,121.6381166,
新北市,瑞芳區,65000,65000120,九份老街商圈,新北市瑞芳區豎崎路15號,25.1084427,121.8436667,
新北市,雙溪區,65000,65000250,雙溪商圈,新北市雙溪區中華路85號,25.038546,121.8657925,
新北市,鶯歌區,65000,65000080,鶯歌商圈,新北市鶯歌區重慶街69號,24.9518342,121.3492826,
新北市,蘆洲區,65000,65000140,蘆洲商圈,新北市蘆洲區得勝街131號,25.0832874,121.4721629,
新北市,永和區,65000,65000040,韓國街商圈,新北市永和區中興街9號,25.0120795,121.515783,
新北市,平溪區,65000,65000240,平溪魅力商圈,新北市平溪區靜安路2段390號,25.0243981,121.7385794,
新北市,淡水區,65000,65000100,淡水老街商圈,新北市淡水區中正路115號,25.1698834,121.439826,
新北市,板橋區,65000,65000010,板橋府中商圈,新北市板橋區重慶路10號,25.007945,121.460705,
新北市,新莊區,65000,65000050,新莊廟街商圈,新北市新莊區新莊路355號,25.0338787,121.4519877,
新北市,深坑區,65000,65000180,深坑老街商圈,新北市深坑區深坑街110號,25.0013492,121.6136626,
新北市,萬里區,65000,65000280,萬里商圈,新北市萬里區瑪鋉路125之2號,25.177756,121.68872,
新北市,烏來區,65000,65000290,烏來商圈,新北市烏來區烏來街34號,24.8635327,121.5513088,
新北市,三峽區,65000,65000090,三峽三角湧商圈,新北市三峽區民權街37-147號,24.9331175,121.3690935,
新北市,中和區,65000,65000030,中和華新街商圈,新北市中和區華新街92號,24.9831532,121.5084122,
新北市,林口區,65000,65000170,林口建成商圈,新北市林口區中正路256號,25.0777887,121.3897475,
新北市,萬里區,65000,65000280,野柳商圈,新北市萬里區東澳路31號,25.2059666,121.6884139,
新北市,平溪區,65000,65000240,菁桐商圈,新北市平溪區菁桐街46-48號,25.0238625,121.7232794,
新北市,新莊區,65000,65000050,中港河廊商圈,新北市新莊區自強街23巷5之2號,25.0463766,121.4542533,
新北市,板橋區,65000,65000010,新埔商圈,新北市板橋區文化路一段435巷24號,25.0233194,121.465861,
新北市,三峽區,65000,65000090,三峽民生商圈,新北市三峽區民生街186號,24.9349356,121.3681432,
新北市,板橋區,65000,65000010,亞東商圈,新北市板橋區四川路二段16巷10號,24.997261,121.45627,
新北市,新莊區,65000,65000050,新莊副都心商圈,新北市新莊區新北大道四段135號22樓,25.058777,121.4441269,
新北市,瑞芳區,65000,65000120,猴硐商圈,新北市瑞芳區柴寮路70號,25.0869417,121.8271475,
新北市,八里區,65000,65000230,八里商圈,新北市八里區觀海大道91號,25.1612333,121.4252599,
新北市,瑞芳區,65000,65000120,瑞芳老街商圈,新北市瑞芳區明燈路三段82號,25.10948,121.8064278,
桃園市,桃園區,68000,68000010,中路國際商圈,桃園市桃園區中正路與號北埔路交叉口,25.0034307,121.3055123,
桃園市,中壢區,68000,68000020,青埔商圈,桃園市中壢區高鐵北路一段6號,25.0134266,121.2142525,
桃園市,桃園區,68000,68000010,桃園站前商圈,桃園市桃園區復興路 98 號,24.9910403,121.3156268,
桃園市,八德區,68000,68000080,八塊厝形象商圈,桃園市八德區忠誠街18號,24.9605812,121.2997068,
桃園市,桃園區,68000,68000010,桃園市莊敬商圈,桃園市桃園區莊二街88號,25.0246865,121.2954585,
桃園市,桃園區,68000,68000010,中路商圈,桃園市桃園區力行路385巷15號15樓,24.998125,121.2975584,
桃園市,桃園區,68000,68000010,桃園車站商圈,桃園市桃園區中華路91號,24.9904103,121.3095372,
桃園市,八德區,68000,68000080,大湳形象商圈,桃園市八德區廣福路20巷15弄12號,24.9593976,121.2986887,
桃園市,中壢區,68000,68000020,中原商圈,桃園市中壢區日新路71號,24.9550979,121.2397825,
桃園市,中壢區,68000,68000020,中壢車站商圈,桃園市中壢區中正路20號,24.9541936,121.224889,
桃園市,龜山區,68000,68000070,捷運A8站商圈,桃園市龜山區復興一路8號,25.0601348,121.3673132,
桃園市,八德區,68000,68000080,八德觀光商圈,桃園市八德區興豐路295號,24.9293447,121.2858917,
桃園市,楊梅區,68000,68000040,楊梅四維商圈,桃園市楊梅區四維路70號,24.9138423,121.1805198,
桃園市,大園區,68000,68000060,大園國際商圈,桃園市大園區中華路112號,25.0678573,121.200259,
桃園市,桃園區,68000,68000010,藝文商圈,桃園市桃園區新埔六街89號,25.0144876,121.30234,
桃園市,大溪區,68000,68000030,大溪形象商圈,桃園市大溪區康莊路73號,24.8826892,121.2885699,
桃園市,龍潭區,68000,68000090,龍元宮商圈,桃園市龍潭區東龍路246號,24.865278,121.213928,
桃園市,中壢區,68000,68000020,六和商圈,桃園市中壢區元化路272-7號,24.9622044,121.2241636,
桃園市,平鎮區,68000,68000100,魅力金三角商圈,桃園市平鎮區中山路46號,24.9277924,121.2541342,
桃園市,中壢區,68000,68000020,中平商圈,桃園市中壢區中平路91號,24.955142,121.2239311,
桃園市,桃園區,68000,68000010,博愛商圈,桃園市桃園區博愛路98號,24.9949873,121.3098501,
桃園市,中壢區,68000,68000020,中壢青果商圈,桃園市中壢區五穀街72號,24.9581438,121.2076216,
桃園市,復興區,68000,68000130,角板山商圈,桃園市復興區中正路20號,24.8147859,121.3511588,
桃園市,復興區,68000,68000130,枕頭山商圈,桃園市復興區三民里丸山1-5號,24.8229146,121.342845,
桃園市,復興區,68000,68000130,拉拉山商圈,桃園市復興區華陵村10鄰130之1號,24.6864081,121.3976968,
桃園市,中壢區,68000,68000020,中壢健行商圈,桃園市中壢區健行路147號,24.9492487,121.227529,
新竹市,北區,10018,10018020,新竹市北區形象商圈,新竹市北區中山路75號,24.804385,120.965604,
新竹市,東區,10018,10018010,新竹市東門形象商圈,新竹市東區東前街60號,24.8040498,120.9670934,
新竹市,北區,10018,10018020,新竹市中央形象商圈,新竹市北區中央路三巷43號,24.8040898,120.9660939,
新竹縣,尖石鄉,10004,10004120,尖石溫泉商圈,新竹縣尖石鄉錦屏村3鄰24號,24.6870846,121.2229098,
新竹縣,芎林鄉,10004,10004070,芎林客家美食商圈,新竹縣芎林鄉文昌街148號,24.774762,121.0797623,
新竹縣,峨眉鄉,10004,10004110,峨眉藝創商圈,新竹縣峨眉鄉忠義街16號,24.68850844,120.9889324,
新竹縣,新埔鎮,10004,10004030,九芎湖商圈,新竹縣新埔鎮九芎湖照門里6鄰16-2號,24.85682252,121.1056058,
新竹縣,關西鎮,10004,10004040,關西魅力商圈,新竹縣關西鎮正義路12號,24.79107427,121.176294,
新竹縣,竹北市,10004,10004010,竹北光明商圈,新竹縣竹北市文喜街17號,24.831279,121.0102018,
新竹縣,橫山鄉,10004,10004080,內灣形象商圈,新竹縣橫山鄉內灣村中正路88號,24.7070551,121.1807165,
新竹縣,北埔鄉,10004,10004090,北埔老街商圈,新竹縣北埔鄉北埔街31號,24.69971398,121.057121,
新竹縣,湖口鄉,10004,10004050,湖口形象商圈,新竹縣湖口鄉湖口老街278號,24.87706248,121.0585791,
新竹縣,峨眉鄉,10004,10004110,峨眉鄉十二寮休閒商圈,新竹縣峨眉鄉12鄰6-5號(借問站,24.67131553,120.9943734,
新竹縣,寶山鄉,10004,10004100,寶山鄉寶山香商圈,新竹縣寶山鄉寶新路二段251巷25號,24.74185648,120.9777109,
新竹縣,竹北市,10004,10004010,竹北水月商圈,新竹縣竹北市西濱路1段69巷51-1號,24.8537259,120.9405913,
新竹縣,竹東鎮,10004,10004020,竹東車站形象商圈,新竹縣竹東鎮北興路二段8號,24.73830267,121.0945259,
新竹縣,竹東鎮,10004,10004020,竹東中央商圈,新竹縣竹東鎮東林路88號,24.73677901,121.0908873,
新竹縣,竹北市,10004,10004010,文興商圈,新竹縣竹北市自強南路119號,24.81579295,121.0251675,
臺中市,太平區,66000,66000270,太平樹孝商圈,臺中市太平區樹孝路297號,24.154069,120.71834,
臺中市,北屯區,66000,66000080,昌平皮鞋商圈,臺中市北屯區昌平路一段55號,24.167299,120.693271,
臺中市,北區,66000,66000050,一中街商圈,臺中市北區一中街98號,24.149355,120.685207,
臺中市,西區,66000,66000040,大隆路商圈,臺中市西區大隆路12號,24.155145,120.655379,
臺中市,西區,66000,66000040,精明一街商圈,臺中市西區精明一街82號,24.155613,120.655305,
臺中市,中區,66000,66000010,繼光商圈,臺中市中區繼光街162號,24.140703,120.684496,
臺中市,中區,66000,66000010,電子街商圈,臺中市中區綠川西街95號,24.137701,120.682676,
臺中市,北區,66000,66000050,天津路服飾商圈,臺中市北區天津路二段9號,24.170205,120.673004,
臺中市,西區,66000,66000040,美術園道商圈,臺中市西區五權五街68號,24.136714,120.66246,
臺中市,東區,66000,66000020,自由路五金電料商圈,臺中市東區自由路四段109巷2號,24.142969,120.698722,
臺中市,龍井區,66000,66000250,東海藝術街商圈,臺中市龍井區藝術街2號,24.187485,120.595535,
臺中市,西屯區,66000,66000060,逢甲商圈,臺中市西屯區福星路431號,24.1786547,120.6452767,
臺中市,梧棲區,66000,66000140,臺中港舶來品商圈,臺中市梧棲區臨港路四段882巷880號,24.271062,120.532285,
臺中市,后里區,66000,66000150,后里泰安商圈,臺中市后里區福興路50號,24.32319,120.749777,
臺中市,大里區,66000,66000280,大里中興商圈,臺中市大里區中興路二段680號,24.1169673,120.6896718,
臺中市,大甲區,66000,66000110,大甲觀光商圈,臺中市大甲區順天路158號,24.34540232,120.6231127,
臺中市,大雅區,66000,66000180,大雅學府商圈,臺中市大雅區學府路295號,24.224755,120.649116,
臺中市,北屯區,66000,66000080,大坑商圈,臺中市北屯區東山路二段30號,24.179201,120.740347,
臺中市,東勢區,66000,66000100,東勢形象商圈,臺中市東勢區廣興里中山路17號,24.2573795,120.8306774,
臺中市,豐原區,66000,66000090,豐原廟東復興商圈,臺中市豐原區復興路85號,24.250485,120.718304,
臺中市,和平區,66000,66000290,谷關商圈,臺中市和平區東關路一段128號,24.20306,121.005267,
臺中市,中區,66000,66000010,自由路商圈,臺中市中區自由路二段36號,24.1395172,120.6818107,
臺中市,新社區,66000,66000190,新社商圈,臺中市新社區中興嶺170號,24.205416,120.794518,
臺南市,仁德區,67000,67000270,歸仁商圈,臺南市仁德區中山路268號,22.970909,120.259906,
臺南市,下營區,67000,67000080,下營商圈,臺南市下營區中山路二段37號,23.233897,120.261314,
臺南市,中西區,67000,67000370,五條港商圈,臺南市中西區西門路2段247號,22.995726,120.199354,
臺南市,中西區,67000,67000370,海安商圈,臺南市中西區保安里海安路一段226號,22.9918262,120.1958712,
臺南市,中西區,67000,67000370,赤嵌商圈,臺南市中西區民權路二段202號,22.995539,120.201666,
臺南市,玉井區,67000,67000230,玉井商圈,臺南市玉井區中正路72號,23.1240054,120.4609287,
臺南市,永康區,67000,67000310,大東橋商圈,臺南市永康區東橋八街96號,23.021145,120.234595,
臺南市,中西區,67000,67000370,永華商圈,臺南市中西區永華路一段315號,22.98873,120.187492,
臺南市,安平區,67000,67000360,安平五期商圈,臺南市安平區國平路158號,22.9890374,120.1710161,
臺南市,佳里區,67000,67000120,佳里商圈,臺南市佳里區中山路318號,23.1613342,120.1769001,
臺南市,東區,67000,67000320,東寧商圈,臺南市東區東寧路323號,22.990294,120.227662,
臺南市,南區,67000,67000330,大同商圈,臺南市南區大同路二段75號,22.979211,120.213192,
臺南市,南區,67000,67000330,鹽埕街區商圈,臺南市南區新和東路8號,22.967415,120.188321,
臺南市,新化區,67000,67000180,新化商圈,臺南市新化區中正路374號,23.035331,120.308348,
臺南市,新營區,67000,67000010,新營商圈,臺南市新營區中華路36號,23.304944,120.31267,
臺南市,中西區,67000,67000370,孔廟商圈,臺南市中西區府中街146號,22.9901345,120.2050483,
臺南市,中西區,67000,67000370,國華友愛商圈,臺南市中西區國華街二段140號,22.991037,120.1969604,
臺南市,中西區,67000,67000370,國華友愛商圈,臺南市中西區國華街三段164號,22.9971838,120.1988603,重複
臺南市,南區,67000,67000330,三星商圈,臺南市南區西門路一段683號,22.98673,120.197421,
臺南市,東區,67000,67000320,成大商圈,臺南市東區北門路一段310號,22.996283,120.212091,
臺南市,安平區,67000,67000360,安平商圈,臺南市安平區安平路786號,23.00037,120.161691,
臺南市,麻豆區,67000,67000070,麻豆商圈,臺南市麻豆區中正路2號,23.183847,120.248624,
臺南市,白河區,67000,67000030,關子嶺商圈,臺南市白河區3115號,23.337626,120.503133,
臺南市,東山區,67000,67000060,東山商圈,臺南市東山區大洋29號,23.269453,120.468836,
臺南市,善化區,67000,67000190,善化商圈,臺南市善化區中山路363號,23.13212,120.292432,
臺南市,北門區,67000,67000170,北門商圈,臺南市北門區舊埕108號,23.267596,120.125417,
臺南市,鹽水區,67000,67000020,鹽水商圈,臺南市鹽水區中正路31號,23.319937,120.2678426,
臺南市,後壁區,67000,67000050,後壁商圈,臺南市後壁區340號,23.378528,120.335977,
臺南市,中西區,67000,67000370,中正商圈,臺南市中西區民生路二段63號,22.9948732,120.1974438,
臺南市,南區,67000,67000330,灣裡商圈,臺南市南區灣裡路404號,22.9244429,120.1828941,
臺南市,中西區,67000,67000370,站前商圈,臺南市中西區中山路166號,22.995534,120.2102,
臺南市,白河區,67000,67000030,白河商圈,臺南市白河區富民路362號,23.34738,120.409426,
臺南市,學甲區,67000,67000130,學甲商圈,臺南市學甲區中正路151號,23.2309613,120.1793702,
臺南市,六甲區,67000,67000090,六甲商圈,臺南市六甲區中正路552號,23.23075,120.351682,
臺南市,西港區,67000,67000140,西港商圈,臺南市西港區中山路296號,23.121018,120.203581,
臺南市,楠西區,67000,67000240,楠西商圈,臺南市楠西區內山公路106號,23.156441,120.489193,
臺南市,柳營區,67000,67000040,柳營商圈,臺南市柳營區中山西路一段120號,23.279207,120.322144,
臺南市,永康區,67000,67000310,康橋商圈,臺南市永康區永大路一段291號,22.999998,120.258892,
高雄市,三民區,64000,64000050,河堤商圈,高雄市三民區河堤路580號,22.666446,120.314709,
高雄市,三民區,64000,64000050,三鳳中街,高雄市三民區三鳳中街38號,22.6379303,120.2954035,
高雄市,三民區,64000,64000050,後驛商圈,高雄市三民區安寧街533號,22.640625,120.299204,
高雄市,三民區,64000,64000050,大連街商圈,高雄市三民區大連街154號,22.6434377,120.3051571,
高雄市,三民區,64000,64000050,長明商圈,高雄市三民區長明街287號,22.6384106,120.3047235,
高雄市,六龜區,64000,64000320,六龜商圈,高雄市六龜區中正路34號,23.108215,120.698868,
高雄市,左營區,64000,64000030,舊城商圈,高雄市左營區蓮潭路116號,22.685484,120.295283,
高雄市,苓雅區,64000,64000080,忠孝國民夜市,高雄市苓雅區忠孝二路104號,22.6204071,120.3080698,
高雄市,新興區,64000,64000060,中央公園商圈,高雄市新興區五福二路258號,22.623705,120.302151,
高雄市,美濃區,64000,64000310,美濃商圈,高雄市美濃區中正路一段52號,22.900276,120.541672,
高雄市,前鎮區,64000,64000090,三多商圈,高雄市前鎮區三多三路211號,22.6146091,120.3070576,
高雄市,前鎮區,64000,64000090,光華夜市,高雄市前鎮區光華二路373號,22.6166081,120.318156,
高雄市,苓雅區,64000,64000080,青年家具街,高雄市苓雅區青年一路213號,22.6210397,120.305673,
高雄市,鳥松區,64000,64000180,鳥松家具商圈,高雄市鳥松區中正路318號,22.6667241,120.3632404,
高雄市,鼓山區,64000,64000020,哈瑪星商圈,高雄市鼓山區臨海二路19號,22.62221,120.273167,
高雄市,鳳山區,64000,64000120,鳳山中華街商圈,高雄市鳳山區信義街8號,22.6274156,120.3560491,
高雄市,鹽埕區,64000,64000010,鹽埕堀江商圈,高雄市鹽埕區五福四路241號,22.624407,120.281674,
高雄市,新興區,64000,64000060,新堀江商圈,高雄市新興區五福二路199號,22.623278,120.302013,
高雄市,新興區,64000,64000060,南華商圈,高雄市新興區中正三路179號,22.631015,120.303322,
高雄市,新興區,64000,64000060,六合夜市,高雄市新興區六合二路90號,22.632115,120.298805,
高雄市,苓雅區,64000,64000080,興中夜市,高雄市苓雅區文橫二路1-1號,22.614985,120.306636,
高雄市,旗津區,64000,64000100,旗后商圈,高雄市旗津區旗津三路1050號,22.609546,120.268895,
高雄市,旗山區,64000,64000300,旗山商圈,高雄市旗山區中山路109號,22.8882466,120.4819739,
高雄市,那瑪夏區,64000,64000380,南橫三星,高雄市那瑪夏區平和巷164號,23.238435,120.695931,"範圍太大，沒有明確商業圈，說明為:寶來,那瑪夏,南橫三個社區，組成南橫三星JSP區域聯盟，為莫拉克風災自主災後重建，找回昔日社區景觀。"
高雄市,鳳山區,64000,64000120,鳳山三民路商圈,高雄市鳳山區三民路277號,22.6249578,120.3580039,
高雄市,鹽埕區,64000,64000010,新鹽埕商圈,高雄市鹽埕區大勇路120號,22.625206,120.284877,
高雄市,甲仙區,64000,64000330,甲仙商圈,高雄市甲仙區文化路52號,23.081853,120.588478,
高雄市,左營區,64000,64000030,蓮池潭商圈,高雄市左營區勝利路124號,22.680311,120.291486,
高雄市,美濃區,64000,64000310,瀰濃社區,高雄市美濃區中山路一段81號,22.901323,120.53936,
高雄市,鹽埕區,64000,64000010,鹽埕堀江商場,高雄市鹽埕區必忠街226號,22.623643,120.281273,
